REC_ID,FILETERM,FTERMA,FILEDATE,COURSE,CRSLEVEL,CDEPT,CNUM,CTITLE,MINCREDS,MaxCredits,Grade,UGGR,FT_PT,REGCREDS,ADMSTAT,SPECSRV1,SPECSRV2,CATEGORY,ACADEMICPROGRAM,ACADEMICPROGRAMDESCRIPTION,STARTTRM,SEX,AGE,ALIEN,NEWETH,COMBETH,CLASS,CUMATT,CUMCRED,CUMGPA,CUMPTS,HSNAME,SATVERB,SATMATH,SATWRITE,ACT,Wordcount,ZYBooks_Timeliness,ZYBooks_Curiosity,Weighted_Midterm_Total,Weighted_Final_Total,Word_Count
14691,201702,201702,2/1/2017,MATH_1107,1,MATH,1107,Precalculus,4, ,C+,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,14/FA,M,20, ,5,5,SO,45,46,2.947,132.61,MORRIS KNOLLS HIGH SCHOOL, , , ,23,0,1238.409091,260,52.47,78.44, 
14691,201702,201702,2/1/2017,SOS_1215,1,SOS,1215,SOS Exams,0, , ,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,14/FA,M,20, ,5,5,SO,45,46,2.947,132.61,MORRIS KNOLLS HIGH SCHOOL, , , ,23,0,1238.409091,260,52.47,78.44, 
14691,201702,201702,2/1/2017,UNIV_2002,2,UNIV,2002,Global Issues,3, ,B+,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,14/FA,M,20, ,5,5,SO,45,46,2.947,132.61,MORRIS KNOLLS HIGH SCHOOL, , , ,23,0,1238.409091,260,52.47,78.44, 
14916,201509,201509,9/1/2015,EGTM_2232,2,EGTM,2232,Mechanical Measurement/Devices,3, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,0,0,0,0,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201509,201509,9/1/2015,ENGR_1301,1,ENGR,1301,"Engr Pract, Graphics and Des",3, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,0,0,0,0,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201509,201509,9/1/2015,ENWR_1101,1,ENWR,1101,Academic Writing,3, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,0,0,0,0,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201509,201509,9/1/2015,MATH_1105,1,MATH,1105,College Algebra,4, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,0,0,0,0,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201509,201509,9/1/2015,UNIV_1001,1,UNIV,1001,Transitioning to Univer Life,1, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,0,0,0,0,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,EGTC_1223,1,EGTC,1223,Introduction to CAD,2, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,EGTG_2210,2,EGTG,2210,Technical Communications,3, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,ENWR_1102,1,ENWR,1102,Academic Research and Writing,3, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,MATH_1107,1,MATH,1107,Precalculus,4, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,PHYS_2101,2,PHYS,2101,General Physics I,3, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,PHYS_2201,2,PHYS,2201,LAB: Physics I,1, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,SOS_1213,1,SOS,1213,SOS Exams,0, , ,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201602,201602,2/1/2016,UNIV_1002,1,UNIV,1002,Prep for Professional Life,1, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,4,56,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,EGTG_2215,2,EGTG,2215,Circuits I,3, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,EGTG_2221,2,EGTG,2221,Statics,3, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,MATH_1201,1,MATH,1201,Calculus I,4, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,PHYS_2102,2,PHYS,2102,General Physics II,3, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,PHYS_2202,2,PHYS,2202,LAB: Physics II,1, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,SOS_1215,1,SOS,1215,SOS Exams,0, , ,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201609,201609,9/1/2016,UNIV_2001,2,UNIV,2001,Cross Cultural Perspectives,3, ,A-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,31,31,3.936,122.02,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201702,201702,2/1/2017,EGTE_2216,2,EGTE,2216,Circuits II,3, ,B,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,48,48,3.863,185.4,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201702,201702,2/1/2017,EGTG_2228,2,EGTG,2228,Strength of Materials,3, ,A,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,48,48,3.863,185.4,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201702,201702,2/1/2017,EGTG_2286,2,EGTG,2286,Digital System Design,3, ,A,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,48,48,3.863,185.4,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201702,201702,2/1/2017,MATH_2202,2,MATH,2202,Calculus II,4, ,B+,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,48,48,3.863,185.4,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201702,201702,2/1/2017,SOS_1215,1,SOS,1215,SOS Exams,0, , ,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,48,48,3.863,185.4,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14916,201702,201702,2/1/2017,UNIV_2002,2,UNIV,2002,Global Issues,3, ,A,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,48,48,3.863,185.4,SAINT MARYS HIGH SCHOOL,550,560,550, ,0,1500,700,84,102.7, 
14973,201509,201509,9/1/2015,CSCI_1105,1,CSCI,1105,Computers & Computer Software,3, ,A,UG,F,14,FRMAT, , ,2,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201509,201509,9/1/2015,ENWR_0098,0,ENWR,98,Fund of Academic Writing I,3, ,P,UG,F,14,FRMAT, , ,2,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201509,201509,9/1/2015,INFO_1101,1,INFO,1101,Computer Concepts & Technology,3, ,A,UG,F,14,FRMAT, , ,2,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201509,201509,9/1/2015,MATH_1105,1,MATH,1105,College Algebra,4, ,A,UG,F,14,FRMAT, , ,2,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201509,201509,9/1/2015,READ_0097,0,READ,97,Fund of College Reading I,0, ,P,UG,F,14,FRMAT, , ,2,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201509,201509,9/1/2015,UNIV_1001,1,UNIV,1001,Transitioning to Univer Life,1, ,A,UG,F,14,FRMAT, , ,2,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,ART_1177,1,ART,1177,Intro to Digital Media,3, ,A,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,ENGR_3000,3,ENGR,3000,Mod Tech:Prin/Appl/Impacts,3, ,A,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,ENWR_1101,1,ENWR,1101,Academic Writing,3, ,A-,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,INFO_1201,1,INFO,1201,Information Technology,3, ,A,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,MATH_1107,1,MATH,1107,Precalculus,4, ,A,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,SOS_1213,1,SOS,1213,SOS Exams,0, , ,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201602,201602,2/1/2016,UNIV_1002,1,UNIV,1002,Prep for Professional Life,1, ,A,UG,F,17,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,18, ,5,5,FR,11,11,4,44,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201609,201609,9/1/2016,BIOL_1252,1,BIOL,1252,General Biology II,3, ,A,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,19, ,5,5,SO,32,32,3.959,126.68,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201609,201609,9/1/2016,BIOL_1254,1,BIOL,1254,Lab:General Biology II,1, ,A-,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,19, ,5,5,SO,32,32,3.959,126.68,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201609,201609,9/1/2016,ENGR_2286,2,ENGR,2286,Digital System Design,3, ,A,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,19, ,5,5,SO,32,32,3.959,126.68,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201609,201609,9/1/2016,ENWR_1102,1,ENWR,1102,Academic Research and Writing,3, ,B+,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,19, ,5,5,SO,32,32,3.959,126.68,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201609,201609,9/1/2016,INFO_2101,2,INFO,2101,Computer Prog for Info Tech I,3, ,A-,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,19, ,5,5,SO,32,32,3.959,126.68,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201609,201609,9/1/2016,INFO_2105,2,INFO,2105,Internet and Web Applications,3, ,A,UG,F,16,FRMAT, , ,1,INTE2.TEA,Information Technology,15/FA,M,19, ,5,5,SO,32,32,3.959,126.68,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201702,201702,2/1/2017,CRIM_2218,2,CRIM,2218,ComputerTechnlgies&CyberCrime,3, ,A,UG,F,18,FRMAT, , ,1,INTE2.CSCI8.5.TEA,Information Technology,15/FA,M,19, ,5,5,SO,48,48,3.903,187.35,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201702,201702,2/1/2017,EGTG_2210,2,EGTG,2210,Technical Communications,3, ,A,UG,F,18,FRMAT, , ,1,INTE2.CSCI8.5.TEA,Information Technology,15/FA,M,19, ,5,5,SO,48,48,3.903,187.35,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201702,201702,2/1/2017,INFO_2102,2,INFO,2102,Computer Prog for Info Tech II,3, ,A,UG,F,18,FRMAT, , ,1,INTE2.CSCI8.5.TEA,Information Technology,15/FA,M,19, ,5,5,SO,48,48,3.903,187.35,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201702,201702,2/1/2017,INFO_2106,2,INFO,2106,Web-Site Design and Management,3, ,B+,UG,F,18,FRMAT, , ,1,INTE2.CSCI8.5.TEA,Information Technology,15/FA,M,19, ,5,5,SO,48,48,3.903,187.35,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201702,201702,2/1/2017,INFO_3201,3,INFO,3201,Human Computer Interface,3, ,A,UG,F,18,FRMAT, , ,1,INTE2.CSCI8.5.TEA,Information Technology,15/FA,M,19, ,5,5,SO,48,48,3.903,187.35,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
14973,201702,201702,2/1/2017,UNIV_2001,2,UNIV,2001,Cross Cultural Perspectives,3, ,A,UG,F,18,FRMAT, , ,1,INTE2.CSCI8.5.TEA,Information Technology,15/FA,M,19, ,5,5,SO,48,48,3.903,187.35,HENRY P BECTON REGIONAL HS, , , ,20, ,1400,400,93.47,104.47,430
15089,201509,201509,9/1/2015,EGTM_2232,2,EGTM,2232,Mechanical Measurement/Devices,3, ,C,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201509,201509,9/1/2015,ENGR_1301,1,ENGR,1301,"Engr Pract, Graphics and Des",3, ,C,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201509,201509,9/1/2015,ENWR_1101,1,ENWR,1101,Academic Writing,3, ,B,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201509,201509,9/1/2015,MATH_1105,1,MATH,1105,College Algebra,4, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201509,201509,9/1/2015,UNIV_1001,1,UNIV,1001,Transitioning to Univer Life,1, ,A,UG,F,14,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,18, ,5,5,FR,0,0,0,0,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,EGTC_1223,1,EGTC,1223,Introduction to CAD,2, ,B,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,ENGR_3000,3,ENGR,3000,Mod Tech:Prin/Appl/Impacts,3, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,ENWR_1102,1,ENWR,1102,Academic Research and Writing,3, ,F,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,MATH_1107,1,MATH,1107,Precalculus,4, ,B-,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,PHYS_2101,2,PHYS,2101,General Physics I,3, ,D,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,PHYS_2201,2,PHYS,2201,LAB: Physics I,1, ,A,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201602,201602,2/1/2016,UNIV_1002,1,UNIV,1002,Prep for Professional Life,1, ,B,UG,F,17,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,FR,14,14,2.929,41,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201609,201609,9/1/2016,EGTG_2210,2,EGTG,2210,Technical Communications,3, ,B,UG,F,13,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,SO,31,31,2.893,89.67,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201609,201609,9/1/2016,EGTG_2215,2,EGTG,2215,Circuits I,3, ,C,UG,F,13,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,SO,31,31,2.893,89.67,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201609,201609,9/1/2016,EGTG_2221,2,EGTG,2221,Statics,3, ,A,UG,F,13,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,SO,31,31,2.893,89.67,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201609,201609,9/1/2016,PHYS_2102,2,PHYS,2102,General Physics II,3, ,C+,UG,F,13,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,SO,31,31,2.893,89.67,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201609,201609,9/1/2016,PHYS_2202,2,PHYS,2202,LAB: Physics II,1, ,A,UG,F,13,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,19, ,5,5,SO,31,31,2.893,89.67,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201702,201702,2/1/2017,EGTE_2216,2,EGTE,2216,Circuits II,3, ,C,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,44,44,2.901,127.66,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201702,201702,2/1/2017,EGTG_2228,2,EGTG,2228,Strength of Materials,3, ,D,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,44,44,2.901,127.66,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201702,201702,2/1/2017,EGTG_2286,2,EGTG,2286,Digital System Design,3, ,C+,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,44,44,2.901,127.66,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15089,201702,201702,2/1/2017,EGTM_2235,2,EGTM,2235,Manufacturing Processess,3, ,A,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,M,20, ,5,5,SO,44,44,2.901,127.66,SADDLE BROOK H. S.,490,590,450,20,0,1387.5,287.5,44.84,73.86, 
15298,201509,201509,9/1/2015,ENGR_1301,1,ENGR,1301,"Engr Pract, Graphics and Des",3, ,C+,UG,F,15,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,17, ,3,3,FR,0,4,0,0,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201509,201509,9/1/2015,ENWR_1101,1,ENWR,1101,Academic Writing,3, ,A,UG,F,15,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,17, ,3,3,FR,0,4,0,0,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201509,201509,9/1/2015,MATH_2202,2,MATH,2202,Calculus II,4, ,A,UG,F,15,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,17, ,3,3,FR,0,4,0,0,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201509,201509,9/1/2015,PHYS_2101,2,PHYS,2101,General Physics I,3, ,A,UG,F,15,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,17, ,3,3,FR,0,4,0,0,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201509,201509,9/1/2015,PHYS_2201,2,PHYS,2201,LAB: Physics I,1, ,A,UG,F,15,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,17, ,3,3,FR,0,4,0,0,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201509,201509,9/1/2015,UNIV_1001,1,UNIV,1001,Transitioning to Univer Life,1, ,A,UG,F,15,FRMAT, , ,2,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,17, ,3,3,FR,0,4,0,0,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201602,201602,2/1/2016,EGTC_1223,1,EGTC,1223,Introduction to CAD,2, ,A,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,18, ,3,3,FR,15,19,3.666,54.99,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201602,201602,2/1/2016,ENGR_3000,3,ENGR,3000,Mod Tech:Prin/Appl/Impacts,3, ,A-,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,18, ,3,3,FR,15,19,3.666,54.99,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201602,201602,2/1/2016,ENWR_1102,1,ENWR,1102,Academic Research and Writing,3, ,B+,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,18, ,3,3,FR,15,19,3.666,54.99,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201602,201602,2/1/2016,MATH_2203,2,MATH,2203,Calculus III,3, ,B-,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,18, ,3,3,FR,15,19,3.666,54.99,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201602,201602,2/1/2016,MATH_2800,2,MATH,2800,Topics in Multivariate Calculu,1,6,A-,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,18, ,3,3,FR,15,19,3.666,54.99,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
15298,201602,201602,2/1/2016,PHYS_2102,2,PHYS,2102,General Physics II,3, ,A-,UG,F,16,FRMAT, , ,1,ETME2.TEA,Mechanical Engineering Technology,15/FA,F,18, ,3,3,FR,15,19,3.666,54.99,UPLAND HIGH SCHOOL,460,600,410, ,66,1500,500,96.5,118.35, 
